Location,Time,AgeGrp,AgeGrpStart,AgeGrpSpan,PopMale,PopFemale,PopTotal
Ethiopia,2030,10-14,10,5,8339.527,8142.892,16482.419
Fiji,2030,10-14,10,5,45.259,42.886,88.145
Finland,2030,10-14,10,5,139.381,132.768,272.149
France,2030,10-14,10,5,1897.159,1814.616,3711.775
French Guiana,2030,10-14,10,5,18.393,17.573,35.966
French Polynesia,2030,10-14,10,5,10.226,9.756,19.982
Gabon,2030,10-14,10,5,159.246,156.654,315.9
Gambia,2030,10-14,10,5,197.685,194.501,392.186
Georgia,2030,10-14,10,5,136.399,128.313,264.712
Germany,2030,10-14,10,5,2105.471,2000.242,4105.713
Ghana,2030,10-14,10,5,2083.483,1996.971,4080.454
Greece,2030,10-14,10,5,210.334,197.456,407.79
Grenada,2030,10-14,10,5,4.569,4.363,8.932
Guadeloupe,2030,10-14,10,5,11.48,11.142,22.622
Guam,2030,10-14,10,5,6.707,6.36,13.067
Guatemala,2030,10-14,10,5,1045.38,1001.641,2047.021
Guinea,2030,10-14,10,5,1027.297,1010.894,2038.191
Guinea-Bissau,2030,10-14,10,5,148.329,146.291,294.62
Guyana,2030,10-14,10,5,37.074,35.013,72.087
Haiti,2030,10-14,10,5,620.242,599.341,1219.583
Honduras,2030,10-14,10,5,515.198,492.425,1007.623
Hungary,2030,10-14,10,5,237.531,224.665,462.196
Iceland,2030,10-14,10,5,10.517,9.997,20.514
India,2030,10-14,10,5,60562.054,54997.893,115559.947
Indonesia,2030,10-14,10,5,12006.164,11487.044,23493.208
Iran (Islamic Republic of),2030,10-14,10,5,3900.294,3712.414,7612.708
Iraq,2030,10-14,10,5,2742.392,2594.414,5336.806
Ireland,2030,10-14,10,5,163.155,153.724,316.879
Israel,2030,10-14,10,5,435.914,414.646,850.56
Italy,2030,10-14,10,5,1214.829,1145.231,2360.06
Jamaica,2030,10-14,10,5,115.905,111.299,227.204
Japan,2030,10-14,10,5,2458.151,2329.55,4787.701
Jordan,2030,10-14,10,5,474.797,446.211,921.008
Kazakhstan,2030,10-14,10,5,987.196,927.549,1914.745
Kenya,2030,10-14,10,5,3514.112,3452.341,6966.453
Kiribati,2030,10-14,10,5,7.618,7.265,14.883
Kuwait,2030,10-14,10,5,149.628,143.039,292.667
Kyrgyzstan,2030,10-14,10,5,387.282,367.923,755.205
Latvia,2030,10-14,10,5,58.59,53.709,112.299
Lebanon,2030,10-14,10,5,216.344,204.005,420.349
Lesotho,2030,10-14,10,5,116.198,115.927,232.125
Liberia,2030,10-14,10,5,367.114,352.815,719.929
Libya,2030,10-14,10,5,318.862,302.444,621.306
Lithuania,2030,10-14,10,5,73.405,69.029,142.434
Luxembourg,2030,10-14,10,5,18.538,17.558,36.096
Madagascar,2030,10-14,10,5,2043.163,2006.575,4049.738
Malawi,2030,10-14,10,5,1454.481,1430.719,2885.2
Malaysia,2030,10-14,10,5,1360.44,1281.47,2641.91
Maldives,2030,10-14,10,5,18.021,16.944,34.965
Mali,2030,10-14,10,5,1754.26,1701.419,3455.679
Malta,2030,10-14,10,5,11.217,10.606,21.823
Martinique,2030,10-14,10,5,9.267,8.938,18.205
Mauritania,2030,10-14,10,5,344.124,332.771,676.895
Mauritius,2030,10-14,10,5,32.576,31.338,63.914
Mayotte,2030,10-14,10,5,18.277,17.765,36.042
Melanesia,2030,10-14,10,5,694.292,650.758,1345.05
Mexico,2030,10-14,10,5,5580.89,5333.325,10914.215
Micronesia,2030,10-14,10,5,26.941,25.477,52.418
Mongolia,2030,10-14,10,5,189.064,184.495,373.559
Montenegro,2030,10-14,10,5,19.028,17.679,36.707
Morocco,2030,10-14,10,5,1692.004,1606.304,3298.308
Mozambique,2030,10-14,10,5,2541.475,2525.566,5067.041
Myanmar,2030,10-14,10,5,2240.362,2209.39,4449.752
Namibia,2030,10-14,10,5,165.406,165.575,330.981
Nepal,2030,10-14,10,5,1366.133,1313.056,2679.189
Netherlands,2030,10-14,10,5,443.513,421.722,865.235
New Caledonia,2030,10-14,10,5,10.156,9.713,19.869
New Zealand,2030,10-14,10,5,159.097,151.613,310.71
Nicaragua,2030,10-14,10,5,329.577,312.724,642.301
Niger,2030,10-14,10,5,2363.114,2283.51,4646.624
Nigeria,2030,10-14,10,5,16420.493,15718.872,32139.365
North Macedonia,2030,10-14,10,5,57.38,53.977,111.357
Norway,2030,10-14,10,5,158.936,149.354,308.29
Oceania (excluding Australia and New Zealand),2030,10-14,10,5,755.36,708.224,1463.584
Oman,2030,10-14,10,5,232.664,222.386,455.05
Pakistan,2030,10-14,10,5,14237.049,13213.389,27450.438
Panama,2030,10-14,10,5,198.683,190.223,388.906
Papua New Guinea,2030,10-14,10,5,564.709,528.216,1092.925
Paraguay,2030,10-14,10,5,354.449,338.596,693.045
Peru,2030,10-14,10,5,1433.76,1369.312,2803.072
Philippines,2030,10-14,10,5,5394.834,5119.845,10514.679
Poland,2030,10-14,10,5,964.704,915.186,1879.89
Polynesia,2030,10-14,10,5,34.127,31.989,66.116
Portugal,2030,10-14,10,5,207.187,195.049,402.236
Puerto Rico,2030,10-14,10,5,45.366,42.602,87.968
Qatar,2030,10-14,10,5,75.372,70.287,145.659
Republic of Korea,2030,10-14,10,5,977.433,924.098,1901.531
Republic of Moldova,2030,10-14,10,5,103.483,98.21,201.693
Romania,2030,10-14,10,5,479.735,454.061,933.796
Russian Federation,2030,10-14,10,5,4762.758,4512.394,9275.152
Rwanda,2030,10-14,10,5,939.052,927.393,1866.445
Réunion,2030,10-14,10,5,32.378,31.273,63.651
Saint Lucia,2030,10-14,10,5,5.459,5.323,10.782
Saint Vincent and the Grenadines,2030,10-14,10,5,3.867,3.767,7.634
Samoa,2030,10-14,10,5,13.792,12.748,26.54
Sao Tome and Principe,2030,10-14,10,5,15.794,15.455,31.249
Saudi Arabia,2030,10-14,10,5,1495.259,1453.228,2948.487
Senegal,2030,10-14,10,5,1306.243,1273.113,2579.356
Serbia,2030,10-14,10,5,214.766,200.459,415.225
Seychelles,2030,10-14,10,5,4.057,3.835,7.892
Sierra Leone,2030,10-14,10,5,557.962,552.504,1110.466
Singapore,2030,10-14,10,5,137.622,126.801,264.423
Slovakia,2030,10-14,10,5,145.155,138.534,283.689
Slovenia,2030,10-14,10,5,52.235,49.444,101.679
Solomon Islands,2030,10-14,10,5,52.636,49.598,102.234
Somalia,2030,10-14,10,5,1349.207,1335.082,2684.289
Spain,2030,10-14,10,5,1031.584,970.658,2002.242
Sri Lanka,2030,10-14,10,5,812.884,790.434,1603.318
State of Palestine,2030,10-14,10,5,349.952,334.135,684.087
Sudan,2030,10-14,10,5,3132.845,3056.187,6189.032
Suriname,2030,10-14,10,5,26.797,24.927,51.724
Sweden,2030,10-14,10,5,312.608,295.686,608.294
Switzerland,2030,10-14,10,5,235.801,225.362,461.163
Syrian Arab Republic,2030,10-14,10,5,1414.477,1343.981,2758.458
Tajikistan,2030,10-14,10,5,692.898,655.57,1348.468
Thailand,2030,10-14,10,5,1848.17,1745.108,3593.278
Timor-Leste,2030,10-14,10,5,88.976,85.918,174.894
Togo,2030,10-14,10,5,593.839,590.062,1183.901
Tonga,2030,10-14,10,5,6.142,5.817,11.959
Trinidad and Tobago,2030,10-14,10,5,44.534,43.172,87.706
Tunisia,2030,10-14,10,5,513.704,487.909,1001.613
Turkey,2030,10-14,10,5,3314.645,3170.064,6484.709
Turkmenistan,2030,10-14,10,5,331.896,323.045,654.941
Uganda,2030,10-14,10,5,3800.336,3740.538,7540.874
Ukraine,2030,10-14,10,5,1085.37,1025.186,2110.556
United Arab Emirates,2030,10-14,10,5,263.643,253.188,516.831
United Kingdom,2030,10-14,10,5,2025.514,1931.692,3957.206
United Republic of Tanzania,2030,10-14,10,5,4814.166,4719.034,9533.2
United States Virgin Islands,2030,10-14,10,5,3.013,2.838,5.851
United States of America,2030,10-14,10,5,10147.063,9721.374,19868.437
Uruguay,2030,10-14,10,5,119.835,114.546,234.381
Uzbekistan,2030,10-14,10,5,1757.107,1657.309,3414.416
Vanuatu,2030,10-14,10,5,21.532,20.345,41.877
Venezuela (Bolivarian Republic of),2030,10-14,10,5,1234.464,1193.722,2428.186
Viet Nam,2030,10-14,10,5,4105.151,3669.757,7774.908
Yemen,2030,10-14,10,5,2061.829,1984.131,4045.96
Zambia,2030,10-14,10,5,1463.196,1438.351,2901.547
Zimbabwe,2030,10-14,10,5,1032.121,1024.924,2057.045
Afghanistan,2030,15-19,15,5,2720.869,2581.513,5302.382
Albania,2030,15-19,15,5,84.953,76.902,161.855
Algeria,2030,15-19,15,5,2353.914,2259.977,4613.891
Angola,2030,15-19,15,5,2527.908,2505.326,5033.234
Antigua and Barbuda,2030,15-19,15,5,3.657,3.552,7.209
Argentina,2030,15-19,15,5,1883.502,1818.003,3701.505
Armenia,2030,15-19,15,5,111.156,98.917,210.073
Aruba,2030,15-19,15,5,2.914,2.852,5.766
Australia,2030,15-19,15,5,914.094,877.113,1791.207
Austria,2030,15-19,15,5,223.99,210.509,434.499
Azerbaijan,2030,15-19,15,5,457.992,399.417,857.409
Bahamas,2030,15-19,15,5,13.911,13.233,27.144
Bahrain,2030,15-19,15,5,58.846,51.818,110.664
Bangladesh,2030,15-19,15,5,7346.411,7001.189,14347.6
Barbados,2030,15-19,15,5,7.825,7.576,15.401
Belarus,2030,15-19,15,5,307.369,289.434,596.803
Belgium,2030,15-19,15,5,354.273,333.538,687.811
Belize,2030,15-19,15,5,19.789,19.346,39.135
Benin,2030,15-19,15,5,838.452,817.197,1655.649
Bhutan,2030,15-19,15,5,31.281,29.943,61.224
Bolivia (Plurinational State of),2030,15-19,15,5,590.734,566.846,1157.58
Bosnia and Herzegovina,2030,15-19,15,5,82.937,78.599,161.536
Botswana,2030,15-19,15,5,135.069,132.169,267.238
Brazil,2030,15-19,15,5,7430.027,7122.065,14552.092
Brunei Darussalam,2030,15-19,15,5,17.849,16.729,34.578
Bulgaria,2030,15-19,15,5,171.487,161.307,332.794
Burkina Faso,2030,15-19,15,5,1538.088,1482.924,3021.012
Burundi,2030,15-19,15,5,892.687,883.465,1776.152
Cabo Verde,2030,15-19,15,5,25.533,25.069,50.602
Cambodia,2030,15-19,15,5,869.784,844.52,1714.304
Cameroon,2030,15-19,15,5,1844.194,1816.249,3660.443
Canada,2030,15-19,15,5,1086.086,1048.292,2134.378
Chad,2030,15-19,15,5,1219.883,1213.736,2433.619
Channel Islands,2030,15-19,15,5,4.696,4.68,9.376
Chile,2030,15-19,15,5,635.61,612.402,1248.012
China,2030,15-19,15,5,46088.036,40224.163,86312.199
"China, Hong Kong SAR",2030,15-19,15,5,172.022,152.539,324.561
"China, Macao SAR",2030,15-19,15,5,18.463,17.531,35.994
"China, Taiwan Province of China",2030,15-19,15,5,541.609,503.694,1045.303
Colombia,2030,15-19,15,5,1860.965,1783.51,3644.475
Comoros,2030,15-19,15,5,56.233,54.396,110.629
Congo,2030,15-19,15,5,383.985,378.02,762.005
Costa Rica,2030,15-19,15,5,184.005,175.796,359.801
Croatia,2030,15-19,15,5,103.521,96.977,200.498
Cuba,2030,15-19,15,5,319.687,302.605,622.292
Curaçao,2030,15-19,15,5,5.379,5.139,10.518
Cyprus,2030,15-19,15,5,37.948,35.653,73.601
Czechia,2030,15-19,15,5,289.427,274.707,564.134
Côte d'Ivoire,2030,15-19,15,5,1785.868,1768.26,3554.128
Dem. People's Republic of Korea,2030,15-19,15,5,856.203,817.892,1674.095
Democratic Republic of the Congo,2030,15-19,15,5,6730.669,6636.257,13366.926
Denmark,2030,15-19,15,5,158.748,151.643,310.391
Djibouti,2030,15-19,15,5,49.145,48.266,97.411
Dominican Republic,2030,15-19,15,5,496.657,477.065,973.722
Ecuador,2030,15-19,15,5,816.096,782.699,1598.795
Egypt,2030,15-19,15,5,6319.518,5953.597,12273.115
El Salvador,2030,15-19,15,5,272.037,263.886,535.923
Equatorial Guinea,2030,15-19,15,5,92.051,87.78,179.831
Eritrea,2030,15-19,15,5,238.059,228.613,466.672
Estonia,2030,15-19,15,5,37.705,36.009,73.714
Eswatini,2030,15-19,15,5,69.261,68.867,138.128
Ethiopia,2030,15-19,15,5,7597.975,7441.5,15039.475
Fiji,2030,15-19,15,5,43.896,41.913,85.809
Finland,2030,15-19,15,5,160.601,152.28,312.881
France,2030,15-19,15,5,2023.129,1946.222,3969.351
French Guiana,2030,15-19,15,5,15.929,15.067,30.996
French Polynesia,2030,15-19,15,5,10.039,9.314,19.353
Gabon,2030,15-19,15,5,139.508,137.562,277.07
Gambia,2030,15-19,15,5,174.149,172.71,346.859
Georgia,2030,15-19,15,5,145.102,134.668,279.77
Germany,2030,15-19,15,5,1999.865,1885.084,3884.949
Ghana,2030,15-19,15,5,1954.073,1870.742,3824.815
Greece,2030,15-19,15,5,243.498,228.139,471.637
Grenada,2030,15-19,15,5,4.58,4.367,8.947
Guadeloupe,2030,15-19,15,5,10.884,10.599,21.483
Guam,2030,15-19,15,5,6.642,6.306,12.948
Guatemala,2030,15-19,15,5,1000.644,960.303,1960.947
Guinea,2030,15-19,15,5,923.409,908.032,1831.441
Guinea-Bissau,2030,15-19,15,5,135.919,134.52,270.439
Guyana,2030,15-19,15,5,36.449,33.879,70.328
Haiti,2030,15-19,15,5,606.9,587.912,1194.812
Honduras,2030,15-19,15,5,499.96,479.64,979.6
Hungary,2030,15-19,15,5,230.913,219.96,450.873
Iceland,2030,15-19,15,5,11.602,11.258,22.86
India,2030,15-19,15,5,61300.117,55549.263,116849.38
Indonesia,2030,15-19,15,5,12325.659,11789.774,24115.433
Iran (Islamic Republic of),2030,15-19,15,5,3545.836,3342.997,6888.833
Iraq,2030,15-19,15,5,2660.79,2523.508,5184.298
Ireland,2030,15-19,15,5,185.819,176.622,362.441
Israel,2030,15-19,15,5,424.418,402.574,826.992
Italy,2030,15-19,15,5,1394.679,1317.853,2712.532
Jamaica,2030,15-19,15,5,114.934,110.721,225.655
Japan,2030,15-19,15,5,2785.896,2641.736,5427.632
Jordan,2030,15-19,15,5,522.101,494.775,1016.876
Kazakhstan,2030,15-19,15,5,997.644,944.334,1941.978
Kenya,2030,15-19,15,5,3477.024,3439.543,6916.567
Kiribati,2030,15-19,15,5,7.28,6.646,13.926
Kuwait,2030,15-19,15,5,172.627,149.524,322.151
Kyrgyzstan,2030,15-19,15,5,389.265,370.812,760.077
Latvia,2030,15-19,15,5,47.17,43.346,90.516
Lebanon,2030,15-19,15,5,234.589,201.925,436.514
Lesotho,2030,15-19,15,5,108.15,107.973,216.123
Liberia,2030,15-19,15,5,339.138,326.008,665.146
Libya,2030,15-19,15,5,337.057,320.629,657.686
Lithuania,2030,15-19,15,5,77.666,72.82,150.486
Luxembourg,2030,15-19,15,5,19.009,18.114,37.123
Madagascar,2030,15-19,15,5,1821.221,1791.197,3612.418
Malawi,2030,15-19,15,5,1366.215,1347.248,2713.463
Malaysia,2030,15-19,15,5,1304.63,1227.666,2532.296
Maldives,2030,15-19,15,5,19.426,17.801,37.227
Mali,2030,15-19,15,5,1560.319,1511.484,3071.803
Malta,2030,15-19,15,5,11.3,10.519,21.819
Martinique,2030,15-19,15,5,8.792,8.36,17.152
Mauritania,2030,15-19,15,5,311.428,302.41,613.838
Mauritius,2030,15-19,15,5,34.986,33.704,68.69
Mayotte,2030,15-19,15,5,17.915,17.432,35.347
Melanesia,2030,15-19,15,5,655.5,615.212,1270.712
Mexico,2030,15-19,15,5,5688.151,5447.261,11135.412
Micronesia,2030,15-19,15,5,26.711,24.82,51.531
Mongolia,2030,15-19,15,5,182.168,178.18,360.348
Montenegro,2030,15-19,15,5,19.133,17.64,36.773
Morocco,2030,15-19,15,5,1743.928,1656.592,3400.52
Mozambique,2030,15-19,15,5,2260.385,2253.953,4514.338
Myanmar,2030,15-19,15,5,2235.465,2223.14,4458.605
Namibia,2030,15-19,15,5,156.558,157.54,314.098
Nepal,2030,15-19,15,5,1361.058,1365.269,2726.327
Netherlands,2030,15-19,15,5,462.794,439.348,902.142
New Caledonia,2030,15-19,15,5,11.124,10.676,21.8
New Zealand,2030,15-19,15,5,165.195,158.939,324.134
Nicaragua,2030,15-19,15,5,329.601,310.32,639.921
Niger,2030,15-19,15,5,1990.002,1926.742,3916.744
Nigeria,2030,15-19,15,5,14673.551,14096.081,28769.632
North Macedonia,2030,15-19,15,5,59.621,55.403,115.024
Norway,2030,15-19,15,5,169.937,160.672,330.609
Oceania (excluding Australia and New Zealand),2030,15-19,15,5,714.388,669.878,1384.266
Oman,2030,15-19,15,5,202.297,188.484,390.781
Pakistan,2030,15-19,15,5,13057.876,12129.379,25187.255
Panama,2030,15-19,15,5,197.466,189.819,387.285
Papua New Guinea,2030,15-19,15,5,533.233,499.673,1032.906
Paraguay,2030,15-19,15,5,343.123,328.325,671.448
Peru,2030,15-19,15,5,1290.251,1285.039,2575.29
Philippines,2030,15-19,15,5,5785.481,5495.039,11280.52
Poland,2030,15-19,15,5,969.916,923.156,1893.072
Polynesia,2030,15-19,15,5,32.177,29.846,62.023
Portugal,2030,15-19,15,5,230.116,216.27,446.386
Puerto Rico,2030,15-19,15,5,83.752,79.707,163.459
Qatar,2030,15-19,15,5,80.676,67.692,148.368
Republic of Korea,2030,15-19,15,5,1169.638,1103.68,2273.318
Republic of Moldova,2030,15-19,15,5,113.596,106.564,220.16
Romania,2030,15-19,15,5,492.968,466.241,959.209
Russian Federation,2030,15-19,15,5,4815.589,4571.428,9387.017
Rwanda,2030,15-19,15,5,830.581,828.213,1658.794
Réunion,2030,15-19,15,5,33.944,32.737,66.681
Saint Lucia,2030,15-19,15,5,5.537,5.408,10.945
Saint Vincent and the Grenadines,2030,15-19,15,5,4.03,4.039,8.069
Samoa,2030,15-19,15,5,12.001,11.065,23.066
Sao Tome and Principe,2030,15-19,15,5,15.06,14.739,29.799
Saudi Arabia,2030,15-19,15,5,1491.637,1453.33,2944.967
Senegal,2030,15-19,15,5,1208.246,1181.022,2389.268
Serbia,2030,15-19,15,5,223.271,208.443,431.714
Seychelles,2030,15-19,15,5,4.016,3.791,7.807
Sierra Leone,2030,15-19,15,5,520.071,513.906,1033.977
Singapore,2030,15-19,15,5,123.331,114.286,237.617
Slovakia,2030,15-19,15,5,144.589,138.352,282.941
Slovenia,2030,15-19,15,5,56.584,53.534,110.118
Solomon Islands,2030,15-19,15,5,47.254,44.289,91.543
Somalia,2030,15-19,15,5,1161.193,1148.232,2309.425
Spain,2030,15-19,15,5,1164.141,1096.318,2260.459
Sri Lanka,2030,15-19,15,5,824.614,809.367,1633.981
State of Palestine,2030,15-19,15,5,339.273,324.637,663.91
Sudan,2030,15-19,15,5,2883.359,2813.63,5696.989
Suriname,2030,15-19,15,5,26.833,24.957,51.79
Sweden,2030,15-19,15,5,313.146,298.568,611.714
Switzerland,2030,15-19,15,5,234.558,224.518,459.076
Syrian Arab Republic,2030,15-19,15,5,1147.404,1100.904,2248.308
Tajikistan,2030,15-19,15,5,617.894,587.709,1205.603
Thailand,2030,15-19,15,5,1969.494,1866.137,3835.631
Timor-Leste,2030,15-19,15,5,76.733,74.056,150.789
Togo,2030,15-19,15,5,551.322,546.655,1097.977
Tonga,2030,15-19,15,5,6.14,5.72,11.86
Trinidad and Tobago,2030,15-19,15,5,48.25,46.859,95.109
Tunisia,2030,15-19,15,5,519.609,489.314,1008.923
Turkey,2030,15-19,15,5,3295.202,3156.417,6451.619
Turkmenistan,2030,15-19,15,5,337.582,328.762,666.344
Uganda,2030,15-19,15,5,3459.819,3415.331,6875.15
Ukraine,2030,15-19,15,5,1271.986,1200.365,2472.351
United Arab Emirates,2030,15-19,15,5,288.42,273.917,562.337
United Kingdom,2030,15-19,15,5,2155.744,2058.897,4214.641
United Republic of Tanzania,2030,15-19,15,5,4285.794,4199.837,8485.631
United States Virgin Islands,2030,15-19,15,5,3.404,3.185,6.589
United States of America,2030,15-19,15,5,10527.667,10120.139,20647.806
Uruguay,2030,15-19,15,5,119.46,114.596,234.056
Uzbekistan,2030,15-19,15,5,1674.773,1592.177,3266.95
Vanuatu,2030,15-19,15,5,19.993,18.661,38.654
Venezuela (Bolivarian Republic of),2030,15-19,15,5,1432.895,1377.263,2810.158
Viet Nam,2030,15-19,15,5,3949.795,3525.499,7475.294
Yemen,2030,15-19,15,5,1958.59,1891.63,3850.22
Zambia,2030,15-19,15,5,1353.449,1335.823,2689.272
Zimbabwe,2030,15-19,15,5,1086.873,1086.411,2173.284
Afghanistan,2030,20-24,20,5,2549.499,2424.645,4974.144
Albania,2030,20-24,20,5,80.425,68.263,148.688
Algeria,2030,20-24,20,5,1932.217,1859.694,3791.911
Angola,2030,20-24,20,5,2118.503,2150.611,4269.114
Antigua and Barbuda,2030,20-24,20,5,3.427,3.357,6.784
Argentina,2030,20-24,20,5,1817.925,1763.149,3581.074
Armenia,2030,20-24,20,5,100.088,89.672,189.76
Aruba,2030,20-24,20,5,3.448,3.393,6.841
Australia,2030,20-24,20,5,905.828,877.496,1783.324
Austria,2030,20-24,20,5,228.433,216.11,444.543
Azerbaijan,2030,20-24,20,5,371.112,323.082,694.194
Bahamas,2030,20-24,20,5,16.253,16.313,32.566
Bahrain,2030,20-24,20,5,81.678,54.583,136.261
Bangladesh,2030,20-24,20,5,7396.818,7111.549,14508.367
Barbados,2030,20-24,20,5,8.811,8.528,17.339
Belarus,2030,20-24,20,5,250.131,238.272,488.403
Belgium,2030,20-24,20,5,355.304,339.188,694.492
Belize,2030,20-24,20,5,19.864,19.318,39.182
Benin,2030,20-24,20,5,735.193,719.802,1454.995
Bhutan,2030,20-24,20,5,34.604,30.526,65.13
Bolivia (Plurinational State of),2030,20-24,20,5,574.604,555.053,1129.657
Bosnia and Herzegovina,2030,20-24,20,5,92.363,87.965,180.328
Botswana,2030,20-24,20,5,125.652,122.391,248.043
Brazil,2030,20-24,20,5,7526.28,7296.464,14822.744
Brunei Darussalam,2030,20-24,20,5,16.028,15.104,31.132
Bulgaria,2030,20-24,20,5,187.135,174.94,362.075
Burkina Faso,2030,20-24,20,5,1343.956,1300.882,2644.838
Burundi,2030,20-24,20,5,737.092,737.045,1474.137
Cabo Verde,2030,20-24,20,5,22.2,22.399,44.599
Cambodia,2030,20-24,20,5,799.262,778.349,1577.611
Cameroon,2030,20-24,20,5,1628.483,1612.256,3240.739
Canada,2030,20-24,20,5,1187.203,1157.406,2344.609
Chad,2030,20-24,20,5,1051.937,1053.097,2105.034
Channel Islands,2030,20-24,20,5,4.987,4.692,9.679
Chile,2030,20-24,20,5,624.695,603.894,1228.589
China,2030,20-24,20,5,44927.368,38550.873,83478.241
"China, Hong Kong SAR",2030,20-24,20,5,178.284,162.257,340.541
"China, Macao SAR",2030,20-24,20,5,16.235,15.438,31.673
"China, Taiwan Province of China",2030,20-24,20,5,506.805,469.999,976.804
Colombia,2030,20-24,20,5,1920.319,1854.074,3774.393
Comoros,2030,20-24,20,5,49.805,48.32,98.125
Congo,2030,20-24,20,5,338.887,335.215,674.102
Costa Rica,2030,20-24,20,5,182.844,175.243,358.087
Croatia,2030,20-24,20,5,106.961,101.6,208.561
Cuba,2030,20-24,20,5,303.377,286.459,589.836
Curaçao,2030,20-24,20,5,4.851,4.691,9.542
Cyprus,2030,20-24,20,5,40.208,39.18,79.388
Czechia,2030,20-24,20,5,304.941,291.371,596.312
Côte d'Ivoire,2030,20-24,20,5,1569.412,1559.291,3128.703
Dem. People's Republic of Korea,2030,20-24,20,5,852.682,817.654,1670.336
Democratic Republic of the Congo,2030,20-24,20,5,5643.63,5598.678,11242.308
Denmark,2030,20-24,20,5,183.477,176.127,359.604
Djibouti,2030,20-24,20,5,48.484,40.238,88.722
Dominican Republic,2030,20-24,20,5,471.561,454.073,925.634
Ecuador,2030,20-24,20,5,783.197,755.176,1538.373
Egypt,2030,20-24,20,5,4935.293,4662.984,9598.277
El Salvador,2030,20-24,20,5,260.06,262.082,522.142
Equatorial Guinea,2030,20-24,20,5,100.59,82.332,182.922
Eritrea,2030,20-24,20,5,235.81,227.891,463.701
Estonia,2030,20-24,20,5,37.856,35.576,73.432
Eswatini,2030,20-24,20,5,66.73,67.166,133.896
Ethiopia,2030,20-24,20,5,6862.068,6770.82,13632.888
Fiji,2030,20-24,20,5,39.978,38.398,78.376
Finland,2030,20-24,20,5,167.023,158.484,325.507
France,2030,20-24,20,5,1981.162,1934.968,3916.13
French Guiana,2030,20-24,20,5,15.218,14.983,30.201
French Polynesia,2030,20-24,20,5,11.279,10.989,22.268
Gabon,2030,20-24,20,5,114.215,112.998,227.213
Gambia,2030,20-24,20,5,148.962,150.022,298.984
Georgia,2030,20-24,20,5,126.954,114.562,241.516
Germany,2030,20-24,20,5,2050.944,1914.09,3965.034
Ghana,2030,20-24,20,5,1738.703,1666.605,3405.308
Greece,2030,20-24,20,5,279.088,262.817,541.905
Grenada,2030,20-24,20,5,4.249,4.004,8.253
Guadeloupe,2030,20-24,20,5,13.932,13.243,27.175
Guam,2030,20-24,20,5,6.568,6.23,12.798
Guatemala,2030,20-24,20,5,961.677,928.512,1890.189
Guinea,2030,20-24,20,5,830.689,816.894,1647.583
Guinea-Bissau,2030,20-24,20,5,117.951,117.74,235.691
Guyana,2030,20-24,20,5,32.533,30.186,62.719
Haiti,2030,20-24,20,5,572.8,557.235,1130.035
Honduras,2030,20-24,20,5,513.527,494.568,1008.095
Hungary,2030,20-24,20,5,251.402,240.122,491.524
Iceland,2030,20-24,20,5,12.244,11.515,23.759
India,2030,20-24,20,5,65501.631,59065.046,124566.677
Indonesia,2030,20-24,20,5,11657.844,10995.176,22653.02
Iran (Islamic Republic of),2030,20-24,20,5,3138.33,2993.372,6131.702
Iraq,2030,20-24,20,5,2312.601,2201.834,4514.435
Ireland,2030,20-24,20,5,186.756,180.098,366.854
Israel,2030,20-24,20,5,383.098,364.094,747.192
Italy,2030,20-24,20,5,1519.353,1443.123,2962.476
Jamaica,2030,20-24,20,5,105.032,103.123,208.155
Japan,2030,20-24,20,5,2888.35,2742.97,5631.32
Jordan,2030,20-24,20,5,513.334,494.361,1007.695
Kazakhstan,2030,20-24,20,5,819.778,776.444,1596.222
Kenya,2030,20-24,20,5,3347.266,3308.88,6656.146
Kiribati,2030,20-24,20,5,6.439,6.242,12.681
